,index
0,20
1,32
2,39
3,44
4,49
5,50
6,60
7,74
8,82
9,109
10,123
11,134
12,143
13,164
14,166
15,169
16,172
17,188
18,193
19,225
20,228
21,230
22,233
23,258
24,262
25,267
26,268
27,269
28,287
29,293
30,299
31,303
32,336
33,344
34,368
35,372
36,391
37,406
38,412
39,423
40,434
41,435
42,453
43,455
44,465
45,472
46,473
47,487
48,488
49,489
50,490
51,509
52,517
53,530
54,531
55,534
56,538
57,548
58,581
59,594
60,596
61,599
62,606
63,635
64,643
65,651
66,661
67,666
68,681
69,695
70,700
71,712
72,714
73,717
74,733
75,734
76,739
77,746
78,748
79,749
80,771
81,777
82,784
83,786
84,795
85,797
86,823
87,825
88,843
89,844
90,859
91,861
92,876
93,887
94,892
95,894
96,900
97,945
98,960
99,963
100,967
101,977
102,980
103,984
104,995
105,998
106,1013
107,1016
108,1023
109,1029
110,1035
111,1036
112,1039
113,1043
114,1052
115,1055
116,1061
117,1070
118,1091
119,1123
120,1127
121,1164
122,1186
123,1191
124,1192
125,1206
126,1222
127,1233
128,1259
129,1266
130,1267
131,1291
132,1307
133,1321
134,1344
135,1346
136,1352
137,1353
138,1354
139,1356
140,1364
141,1373
142,1405
143,1419
144,1426
145,1428
146,1429
147,1454
148,1460
149,1469
150,1473
151,1479
152,1499
153,1508
154,1512
155,1520
156,1521
157,1528
158,1542
159,1548
160,1550
161,1556
162,1561
163,1563
164,1564
165,1575
166,1576
167,1581
168,1591
169,1594
170,1600
171,1606
172,1608
173,1620
174,1622
175,1626
176,1633
177,1635
178,1639
179,1645
180,1653
181,1662
182,1665
183,1670
184,1672
185,1673
186,1690
187,1692
188,1694
189,1695
190,1716
191,1720
192,1736
193,1738
194,1743
195,1744
196,1765
197,1778
198,1781
199,1793
200,1819
201,1820
202,1826
203,1836
204,1848
205,1852
206,1866
207,1867
208,1872
209,1889
210,1897
211,1912
212,1913
213,1936
214,1951
215,1969
216,1977
217,1978
218,1983
219,2007
220,2011
221,2016
222,2027
223,2048
224,2055
225,2063
226,2081
227,2086
228,2091
229,2109
230,2113
231,2159
232,2171
233,2178
234,2181
235,2186
236,2191
237,2206
238,2211
239,2222
240,2229
241,2239
242,2244
243,2258
244,2260
245,2269
246,2276
247,2329
248,2333
249,2336
250,2337
251,2349
252,2354
253,2364
254,2365
255,2367
256,2373
257,2374
258,2385
259,2390
260,2391
261,2395
262,2397
263,2401
264,2403
265,2407
266,2413
267,2416
268,2418
269,2424
270,2437
271,2457
272,2464
273,2468
274,2511
275,2524
276,2537
277,2547
278,2548
279,2557
280,2558
281,2561
282,2570
283,2575
284,2579
285,2595
286,2601
287,2605
288,2624
289,2635
290,2644
291,2667
292,2686
293,2695
294,2705
295,2725
296,2726
297,2742
298,2751
299,2794
300,2803
301,2805
302,2807
303,2811
304,2816
305,2820
306,2833
307,2836
308,2845
309,2847
310,2851
311,2859
312,2867
313,2875
314,2878
315,2890
316,2914
317,2931
318,2936
319,2947
320,2952
321,2965
322,2966
323,2976
324,2979
325,2983
326,2992
327,2995
328,3001
329,3006
330,3010
331,3011
332,3035
333,3046
334,3055
335,3057
336,3059
337,3066
338,3067
339,3071
340,3072
341,3076
342,3079
343,3081
344,3094
345,3098
346,3134
347,3138
348,3139
349,3179
350,3199
351,3201
352,3210
353,3222
354,3232
355,3241
356,3243
357,3244
358,3252
359,3255
360,3268
361,3270
362,3283
363,3286
364,3292
365,3325
366,3328
367,3338
368,3340
369,3341
370,3358
371,3362
372,3374
373,3379
374,3383
375,3391
376,3398
377,3413
378,3416
379,3417
380,3421
381,3427
382,3435
383,3463
384,3484
385,3499
386,3500
387,3517
388,3558
389,3560
390,3568
391,3574
392,3576
393,3585
394,3588
395,3598
396,3632
397,3644
398,3645
399,3656
400,3665
401,3674
402,3675
403,3686
404,3694
405,3700
406,3723
407,3772
408,3775
409,3784
410,3788
411,3789
412,3790
413,3794
414,3799
415,3828
416,3831
417,3835
418,3856
419,3861
420,3864
421,3895
422,3899
423,3911
424,3912
425,3943
426,3949
427,3952
428,3975
429,3983
430,4009
431,4013
432,4022
433,4032
434,4033
435,4037
436,4040
437,4043
438,4046
439,4060
440,4075
441,4086
442,4088
443,4089
444,4117
445,4120
446,4121
447,4125
448,4138
449,4141
450,4148
451,4150
452,4151
453,4153
454,4155
455,4167
456,4186
457,4197
458,4211
459,4214
460,4224
461,4232
462,4233
463,4251
464,4257
465,4268
466,4273
467,4288
468,4293
469,4294
470,4315
471,4325
472,4328
473,4334
474,4337
475,4338
476,4339
477,4356
478,4372
479,4377
480,4381
481,4383
482,4389
483,4393
484,4400
485,4429
486,4445
487,4446
488,4449
489,4456
490,4461
491,4463
492,4481
493,4490
494,4493
495,4522
496,4528
497,4529
498,4554
